frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
7344, 0, 245.011, 0.98, 1, 0.12, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.78, 0.00, 0.29, 5.00, 3.11, 0.56, 0.73, 1.76, 0.00, 0.30, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7345, 0, 245.045, 0.98, 1, 0.20, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.96, 0.00, 0.31, 4.83, 3.30, 0.60, 0.58, 1.18, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7346, 0, 245.078, 0.98, 1, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.05, 0.00, 0.25, 4.83, 3.34, 0.90, 0.64, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
7347, 0, 245.112, 0.98, 1, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.19, 0.00, 0.08, 4.83, 3.33, 1.03, 0.67, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
7348, 0, 245.145, 0.98, 1, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.20, 0.00, 0.06, 5.00, 3.27, 0.92, 0.61, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
7349, 0, 245.178, 0.98, 1, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.22, 0.00, 0.00, 4.54, 3.23, 0.89, 0.57, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
7350, 0, 245.212, 0.98, 1, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.17, 0.00, 0.00, 4.53, 3.41, 1.53, 0.50, 1.10, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7351, 0, 245.245, 0.98, 1, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.12, 0.00, 0.04, 4.53, 3.50, 1.86, 0.46, 1.40, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7352, 0, 245.278, 0.98, 1, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.34, 4.99, 3.24, 1.80, 0.42, 1.51, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7353, 0, 245.312, 0.98, 1, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.50, 5.00, 3.01, 1.56, 0.51, 1.24, 0.00, 0.34, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7354, 0, 245.345, 0.98, 1, 0.01, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.53, 0.00, 0.46, 5.00, 2.81, 1.48, 0.62, 0.99, 0.00, 0.52, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7355, 0, 245.378, 0.98, 1, 0.08, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.69, 0.00, 0.16, 5.00, 2.97, 1.62, 0.61, 1.08, 0.00, 0.63, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7356, 0, 245.412, 0.98, 1, 0.12, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 5.00, 2.98, 1.63, 0.47, 1.40, 0.00, 0.78, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7357, 0, 245.445, 0.98, 1, 0.26, 0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 5.00, 2.99, 1.79, 0.37, 1.75, 0.00, 0.82, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7358, 0, 245.479, 0.98, 1, 0.34, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 5.00, 2.81, 2.12, 0.44, 1.88, 0.00, 0.76, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7359, 0, 245.512, 0.98, 1, 0.49, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 0.63, 0.00, 0.00, 5.00, 2.62, 2.10, 0.52, 2.12, 0.00, 0.63, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7360, 0, 245.545, 0.98, 1, 0.65, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.41, 0.00, 0.00, 4.36, 2.40, 1.65, 0.63, 2.11, 0.00, 0.46, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7361, 0, 245.579, 0.98, 1, 0.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.14, 3.78, 2.10, 1.18, 0.69, 2.28, 0.00, 0.21, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7362, 0, 245.612, 0.98, 1, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.49, 2.95, 1.93, 0.90, 0.78, 2.07, 0.00, 0.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7363, 0, 245.645, 0.98, 1, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00, 0.84, 2.73, 1.80, 0.82, 0.84, 2.00, 0.00, 0.02, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7364, 0, 245.679, 0.98, 1, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.44, 0.00, 1.03, 2.59, 1.93, 0.69, 0.94, 1.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7365, 0, 245.712, 0.98, 1, 0.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 0.94, 2.64, 1.97, 0.81, 1.01, 1.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7366, 0, 245.746, 0.98, 1, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.52, 0.00, 1.04, 2.76, 2.00, 0.70, 1.03, 1.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7367, 0, 245.779, 0.98, 1, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.52, 0.00, 1.08, 2.78, 1.74, 0.78, 1.02, 1.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7368, 0, 245.812, 0.98, 1, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.34, 0.00, 1.41, 3.24, 1.32, 0.84, 1.17, 1.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7369, 0, 245.846, 0.98, 1, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.28, 0.00, 1.46, 3.23, 1.06, 1.18, 1.22, 1.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7370, 0, 245.879, 0.98, 1, 0.67, 0.00, 0.00, 0.00, 0.02, 0.00, 0.14, 0.40, 0.00, 1.64, 2.99, 1.16, 1.17, 1.23, 1.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7371, 0, 245.912, 0.98, 1, 0.56, 0.00, 0.00, 0.00, 0.02, 0.00, 0.21, 0.42, 0.00, 1.59, 2.59, 1.34, 0.92, 1.16, 1.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7372, 0, 245.946, 0.98, 1, 0.55, 0.00, 0.00, 0.00, 0.02, 0.00, 0.33, 0.37, 0.00, 1.55, 2.42, 1.43, 0.65, 1.20, 1.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7373, 0, 245.979, 0.98, 1, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.19, 0.00, 1.31, 2.72, 1.42, 0.67, 1.22, 1.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7374, 0, 246.012, 0.98, 1, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.23, 0.00, 0.90, 2.81, 1.49, 0.46, 1.22, 1.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7375, 0, 246.046, 0.98, 1, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.32, 0.00, 0.55, 2.99, 1.52, 0.53, 1.16, 2.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7376, 0, 246.079, 0.98, 1, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.32, 0.00, 0.42, 3.00, 1.71, 0.45, 1.21, 2.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7377, 0, 246.113, 0.98, 1, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.33, 0.00, 0.43, 3.18, 1.99, 0.70, 1.15, 2.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7378, 0, 246.146, 0.98, 1, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.20, 0.00, 0.44, 3.00, 2.43, 0.46, 1.17, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7379, 0, 246.179, 0.98, 1, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.35, 0.00, 0.25, 2.99, 2.59, 0.68, 1.08, 1.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7380, 0, 246.213, 0.98, 1, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.31, 0.00, 0.13, 3.08, 2.72, 0.70, 0.99, 1.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7381, 0, 246.246, 0.98, 1, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 3.24, 2.70, 1.08, 0.89, 1.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7382, 0, 246.279, 0.98, 1, 0.03, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.11, 0.00, 0.00, 3.30, 2.81, 1.19, 0.76, 1.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7383, 0, 246.313, 0.98, 1, 0.05, 0.00, 0.00, 0.00, 0.03, 0.06, 0.00, 0.09, 0.00, 0.00, 2.90, 2.56, 1.48, 0.52, 2.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7384, 0, 246.346, 0.98, 1, 0.19, 0.00, 0.00, 0.00, 0.03, 0.06, 0.00, 0.25, 0.00, 0.15, 3.13, 2.13, 1.94, 0.27, 2.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7385, 0, 246.379, 0.98, 1, 0.19, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.19, 0.00, 0.18, 2.64, 1.54, 2.02, 0.16, 2.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7386, 0, 246.413, 0.98, 1, 0.14, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.23, 0.00, 0.33, 3.22, 1.29, 2.57, 0.16, 3.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7387, 0, 246.446, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.43, 0.00, 0.60, 3.75, 1.38, 2.54, 0.12, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7388, 0, 246.480, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.73, 0.00, 0.67, 4.82, 1.46, 2.83, 0.00, 4.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7389, 0, 246.513, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.90, 0.00, 0.53, 5.00, 1.75, 3.05, 0.00, 4.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7390, 0, 246.546, 0.98, 1, 0.00, 0.00, 0.00, 0.01, 0.04, 0.00, 0.00, 0.73, 0.00, 0.11, 5.00, 1.77, 3.17, 0.00, 4.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7391, 0, 246.580, 0.98, 1, 0.00, 0.00, 0.00, 0.01, 0.18, 0.00, 0.00, 0.96, 0.00, 0.00, 5.00, 2.20, 3.55, 0.00, 4.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7392, 0, 246.613, 0.98, 1, 0.00, 0.00, 0.00, 0.01, 0.27, 0.00, 0.00, 1.32, 0.00, 0.00, 5.00, 2.53, 3.50, 0.00, 3.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7393, 0, 246.646, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.39, 0.00, 0.00, 1.57, 0.00, 0.00, 5.00, 2.77, 3.49, 0.00, 3.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7394, 0, 246.680, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.32, 0.14, 0.00, 1.60, 0.00, 0.00, 5.00, 3.14, 2.95, 0.00, 3.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7395, 0, 246.713, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.31, 0.14, 0.00, 1.44, 0.00, 0.00, 5.00, 3.29, 2.46, 0.00, 3.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7396, 0, 246.747, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.35, 0.14, 0.00, 1.49, 0.00, 0.00, 5.00, 3.60, 1.99, 0.04, 3.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7397, 0, 246.780, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 1.29, 0.00, 0.00, 5.00, 3.40, 1.83, 0.09, 3.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7398, 0, 246.813, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.55, 0.02, 0.00, 1.33, 0.00, 0.00, 5.00, 3.41, 1.49, 0.09, 3.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7399, 0, 246.847, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.62, 0.02, 0.00, 1.43, 0.00, 0.00, 5.00, 3.55, 1.54, 0.06, 3.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7400, 0, 246.880, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.63, 0.03, 0.00, 1.67, 0.00, 0.00, 5.00, 3.77, 1.79, 0.00, 4.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7401, 0, 246.913, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.57, 0.01, 0.00, 1.40, 0.00, 0.00, 5.00, 3.65, 2.30, 0.00, 3.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7402, 0, 246.947, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.54, 0.05, 0.00, 0.99, 0.00, 0.00, 5.00, 3.17, 2.87, 0.00, 3.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7403, 0, 246.980, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.57, 0.03, 0.00, 0.64, 0.00, 0.00, 5.00, 2.55, 3.24, 0.00, 3.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7404, 0, 247.013, 0.98, 1, 0.00, 0.00, 0.00, 0.07, 0.68, 0.03, 0.00, 0.50, 0.00, 0.00, 5.00, 2.21, 3.42, 0.00, 2.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
7405, 0, 247.047, 0.98, 1, 0.00, 0.00, 0.00, 0.07, 0.76, 0.00, 0.00, 0.57, 0.00, 0.00, 5.00, 2.26, 3.52, 0.03, 2.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7406, 0, 247.080, 0.98, 1, 0.00, 0.00, 0.00, 0.07, 0.87, 0.00, 0.00, 0.63, 0.00, 0.00, 5.00, 2.47, 3.63, 0.11, 2.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7407, 0, 247.114, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.83, 0.00, 0.00, 1.01, 0.13, 0.00, 5.00, 2.74, 3.29, 0.26, 2.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7408, 0, 247.147, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 0.00, 0.84, 0.20, 0.00, 4.58, 2.63, 2.55, 0.66, 1.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7409, 0, 247.180, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.53, 0.00, 0.00, 0.76, 0.20, 0.00, 4.41, 2.45, 1.93, 0.70, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7410, 0, 247.214, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.49, 0.04, 0.00, 0.30, 0.07, 0.00, 3.87, 1.91, 2.05, 0.69, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7411, 0, 247.247, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.56, 0.14, 0.00, 0.34, 0.00, 0.00, 4.28, 1.73, 2.31, 0.27, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7412, 0, 247.280, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.61, 0.32, 0.00, 0.10, 0.00, 0.00, 3.96, 1.64, 2.64, 0.36, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7413, 0, 247.314, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 0.65, 0.29, 0.00, 0.12, 0.00, 0.00, 4.49, 1.69, 2.63, 0.45, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
